sample,wavelength,reflectance
Pine Bark,2083.7,0.31513304
HDPE_film,2083.7,8.853424
PVC,2083.7,1.0794505
sycamore bark,2083.7,0.36178547
HDPE_bottle,2083.7,6.364915
HetArb_spec,2083.7,0.120641015
Kaolinite,2084.4,0.464796
Montmorillonite,2084.4,0.51762784
Saponite,2084.4,0.4534676
Hectorite,2084.4,0.42189875
Sepiolite,2084.4,0.4486962
Magnesite,2084.4,0.57432026
Vermiculite,2084.4,0.7916112
Bentonite,2084.4,0.22207253
Buddingtonite,2084.4,0.4347521
maple,2084.4,0.18513
Fresh Pine Needles,2084.4,0.07329788
Brown Pine Needles,2084.4,0.13432692
Dried Green Needles,2084.4,0.15718119
"Oak leaf, scenesced",2084.4,0.3031536
"Oak leaf, one year old",2084.4,0.17848347
CerCis_spec,2084.4,0.20493266
EucGlo_NPV_spec,2084.4,0.4406652
CorSel_NPV_spec,2084.4,0.6049689
HetArb_NPV_spec,2084.4,0.29390165
EucGlo_spec,2084.4,0.15572909
CorSel_spec,2084.4,0.28045678
"Oak leaf, new growth",2084.4,0.17334113
polysterene,2084.4,2.2117367
Pine Bark,2084.4,0.31481943
HDPE_film,2084.4,8.862598
PVC,2084.4,1.0790595
sycamore bark,2084.4,0.3614966
HDPE_bottle,2084.4,6.3559847
HetArb_spec,2084.4,0.12091373
Kaolinite,2085.1,0.4626561
Montmorillonite,2085.1,0.51782835
Saponite,2085.1,0.45316213
Hectorite,2085.1,0.4220176
Sepiolite,2085.1,0.44876972
Magnesite,2085.1,0.5737465
Vermiculite,2085.1,0.7920791
Bentonite,2085.1,0.2222015
Buddingtonite,2085.1,0.433794
maple,2085.1,0.18572405
Fresh Pine Needles,2085.1,0.07342394
Brown Pine Needles,2085.1,0.1341881
Dried Green Needles,2085.1,0.15717293
"Oak leaf, scenesced",2085.1,0.3029233
"Oak leaf, one year old",2085.1,0.17880265
CerCis_spec,2085.1,0.20564146
EucGlo_NPV_spec,2085.1,0.44029656
CorSel_NPV_spec,2085.1,0.6044033
HetArb_NPV_spec,2085.1,0.29359412
EucGlo_spec,2085.1,0.15600508
CorSel_spec,2085.1,0.28143263
"Oak leaf, new growth",2085.1,0.17370059
polysterene,2085.1,2.2127626
Pine Bark,2085.1,0.3145477
HDPE_film,2085.1,8.869009
PVC,2085.1,1.0787365
sycamore bark,2085.1,0.36124957
HDPE_bottle,2085.1,6.348595
HetArb_spec,2085.1,0.12114634
Kaolinite,2085.8,0.46087536
Montmorillonite,2085.8,0.5179998
Saponite,2085.8,0.4529239
Hectorite,2085.8,0.4221274
Sepiolite,2085.8,0.4488222
Magnesite,2085.8,0.57311195
Vermiculite,2085.8,0.7923205
Bentonite,2085.8,0.2223613
Buddingtonite,2085.8,0.43282112
maple,2085.8,0.18630539
Fresh Pine Needles,2085.8,0.073535845
Brown Pine Needles,2085.8,0.13404398
Dried Green Needles,2085.8,0.15715198
"Oak leaf, scenesced",2085.8,0.30257815
"Oak leaf, one year old",2085.8,0.17905664
CerCis_spec,2085.8,0.20634158
EucGlo_NPV_spec,2085.8,0.4399764
CorSel_NPV_spec,2085.8,0.6037728
HetArb_NPV_spec,2085.8,0.2933446
EucGlo_spec,2085.8,0.15628633
CorSel_spec,2085.8,0.28234237
"Oak leaf, new growth",2085.8,0.17402576
polysterene,2085.8,2.2136421
Pine Bark,2085.8,0.31435862
HDPE_film,2085.8,8.875203
PVC,2085.8,1.0785263
sycamore bark,2085.8,0.3609968
HDPE_bottle,2085.8,6.345197
HetArb_spec,2085.8,0.12131538
Kaolinite,2086.5,0.4596111
Montmorillonite,2086.5,0.51813906
Saponite,2086.5,0.45279983
Hectorite,2086.5,0.42224157
Sepiolite,2086.5,0.4489032
Magnesite,2086.5,0.57243437
Vermiculite,2086.5,0.7924682
Bentonite,2086.5,0.22257105
Buddingtonite,2086.5,0.43185472
maple,2086.5,0.18688263
Fresh Pine Needles,2086.5,0.07365059
Brown Pine Needles,2086.5,0.13390706
Dried Green Needles,2086.5,0.157109
"Oak leaf, scenesced",2086.5,0.30220857
"Oak leaf, one year old",2086.5,0.17931035
CerCis_spec,2086.5,0.20699595
EucGlo_NPV_spec,2086.5,0.43967414
CorSel_NPV_spec,2086.5,0.6031721
HetArb_NPV_spec,2086.5,0.29314077
EucGlo_spec,2086.5,0.15656762
CorSel_spec,2086.5,0.28322113
"Oak leaf, new growth",2086.5,0.17433663
polysterene,2086.5,2.2142189
Pine Bark,2086.5,0.31422803
HDPE_film,2086.5,8.882343
PVC,2086.5,1.0783173
sycamore bark,2086.5,0.36075824
HDPE_bottle,2086.5,6.3466015
HetArb_spec,2086.5,0.121469
Kaolinite,2087.2,0.4589362
Montmorillonite,2087.2,0.5182486
Saponite,2087.2,0.4528226
Hectorite,2087.2,0.4223812
Sepiolite,2087.2,0.44907275
Magnesite,2087.2,0.5717822
Vermiculite,2087.2,0.7925372
Bentonite,2087.2,0.22282048
Buddingtonite,2087.2,0.4309348
maple,2087.2,0.18745953
Fresh Pine Needles,2087.2,0.07378434
Brown Pine Needles,2087.2,0.13379781
Dried Green Needles,2087.2,0.15705052
"Oak leaf, scenesced",2087.2,0.30188712
"Oak leaf, one year old",2087.2,0.1796336
CerCis_spec,2087.2,0.20758682
EucGlo_NPV_spec,2087.2,0.43938297
CorSel_NPV_spec,2087.2,0.6026714
HetArb_NPV_spec,2087.2,0.2929979
EucGlo_spec,2087.2,0.15685458
CorSel_spec,2087.2,0.284089
"Oak leaf, new growth",2087.2,0.17466785
polysterene,2087.2,2.2149563
Pine Bark,2087.2,0.31413743
HDPE_film,2087.2,8.893692
PVC,2087.2,1.0781171
sycamore bark,2087.2,0.36056617
HDPE_bottle,2087.2,6.3547893
HetArb_spec,2087.2,0.121672496
Kaolinite,2087.9,0.45881307
Montmorillonite,2087.9,0.5183538
Saponite,2087.9,0.45293903
Hectorite,2087.9,0.42253977
Sepiolite,2087.9,0.44932675
Magnesite,2087.9,0.57118744
Vermiculite,2087.9,0.7923282
Bentonite,2087.9,0.22307448
Buddingtonite,2087.9,0.43003884
maple,2087.9,0.18803813
Fresh Pine Needles,2087.9,0.0739434
Brown Pine Needles,2087.9,0.13372156
Dried Green Needles,2087.9,0.15699157
"Oak leaf, scenesced",2087.9,0.30166107
"Oak leaf, one year old",2087.9,0.18002036
CerCis_spec,2087.9,0.2081372
EucGlo_NPV_spec,2087.9,0.43906394
CorSel_NPV_spec,2087.9,0.60228705
HetArb_NPV_spec,2087.9,0.29284084
EucGlo_spec,2087.9,0.15712766
CorSel_spec,2087.9,0.28492984
"Oak leaf, new growth",2087.9,0.17505501
polysterene,2087.9,2.215816
Pine Bark,2087.9,0.31402394
HDPE_film,2087.9,8.907617
PVC,2087.9,1.0778759
sycamore bark,2087.9,0.36044544
HDPE_bottle,2087.9,6.3683867
HetArb_spec,2087.9,0.121949196
Kaolinite,2088.6,0.45908272
Montmorillonite,2088.6,0.5184917
Saponite,2088.6,0.4530771
Hectorite,2088.6,0.42270172
Sepiolite,2088.6,0.44960874
Magnesite,2088.6,0.5706539
Vermiculite,2088.6,0.791806
Bentonite,2088.6,0.22331221
Buddingtonite,2088.6,0.429105
maple,2088.6,0.18861076
Fresh Pine Needles,2088.6,0.074102655
Brown Pine Needles,2088.6,0.13366385
Dried Green Needles,2088.6,0.15692763
"Oak leaf, scenesced",2088.6,0.30150747
"Oak leaf, one year old",2088.6,0.18040879
CerCis_spec,2088.6,0.20867807
EucGlo_NPV_spec,2088.6,0.43871617
CorSel_NPV_spec,2088.6,0.6019553
HetArb_NPV_spec,2088.6,0.29263094
EucGlo_spec,2088.6,0.15738505
CorSel_spec,2088.6,0.28569934
"Oak leaf, new growth",2088.6,0.17546798
polysterene,2088.6,2.216739
Pine Bark,2088.6,0.31387073
HDPE_film,2088.6,8.922867
PVC,2088.6,1.0776321
sycamore bark,2088.6,0.3603251
HDPE_bottle,2088.6,6.38579
HetArb_spec,2088.6,0.12225091
Kaolinite,2089.3,0.45955694
Montmorillonite,2089.3,0.5186856
Saponite,2089.3,0.45318732
Hectorite,2089.3,0.4228576
Sepiolite,2089.3,0.44984943
Magnesite,2089.3,0.5701384
Vermiculite,2089.3,0.79133487
Bentonite,2089.3,0.22353624
Buddingtonite,2089.3,0.42805153
maple,2089.3,0.18916984
Fresh Pine Needles,2089.3,0.07425149
Brown Pine Needles,2089.3,0.13360465
Dried Green Needles,2089.3,0.15685292
"Oak leaf, scenesced",2089.3,0.30140096
"Oak leaf, one year old",2089.3,0.18075643
CerCis_spec,2089.3,0.20925513
EucGlo_NPV_spec,2089.3,0.43834293
CorSel_NPV_spec,2089.3,0.60157883
HetArb_NPV_spec,2089.3,0.29233575
EucGlo_spec,2089.3,0.15763289
CorSel_spec,2089.3,0.28638968
"Oak leaf, new growth",2089.3,0.1758674
polysterene,2089.3,2.217191
Pine Bark,2089.3,0.31368583
HDPE_film,2089.3,8.934949
PVC,2089.3,1.0773413
sycamore bark,2089.3,0.36015195
HDPE_bottle,2089.3,6.4025435
HetArb_spec,2089.3,0.1225386
Kaolinite,2090,0.46006918
Montmorillonite,2090,0.51890796
Saponite,2090,0.45330432
Hectorite,2090,0.4230153
Sepiolite,2090,0.45002133
Magnesite,2090,0.56960577
Vermiculite,2090,0.79147804
Bentonite,2090,0.22376904
Buddingtonite,2090,0.42688274
maple,2090,0.1897035
Fresh Pine Needles,2090,0.07438785
Brown Pine Needles,2090,0.13352919
Dried Green Needles,2090,0.1567603
"Oak leaf, scenesced",2090,0.3012905
"Oak leaf, one year old",2090,0.18106158
CerCis_spec,2090,0.20987384
EucGlo_NPV_spec,2090,0.4379819
CorSel_NPV_spec,2090,0.6011124
HetArb_NPV_spec,2090,0.29203156
EucGlo_spec,2090,0.15789422
CorSel_spec,2090,0.28704035
"Oak leaf, new growth",2090,0.1761982
polysterene,2090,2.2174554
Pine Bark,2090,0.31349954
HDPE_film,2090,8.94484
PVC,2090,1.0771201
sycamore bark,2090,0.35989
HDPE_bottle,2090,6.4177947
HetArb_spec,2090,0.12278352
Kaolinite,2090.7,0.46055168
Montmorillonite,2090.7,0.51913553
Saponite,2090.7,0.45346227
Hectorite,2090.7,0.4231768
Sepiolite,2090.7,0.4501339
Magnesite,2090.7,0.5690491
Vermiculite,2090.7,0.7923971
Bentonite,2090.7,0.22401749
Buddingtonite,2090.7,0.42560756
maple,2090.7,0.19022599
Fresh Pine Needles,2090.7,0.074523136
Brown Pine Needles,2090.7,0.13343115
Dried Green Needles,2090.7,0.15666236
"Oak leaf, scenesced",2090.7,0.3011678
"Oak leaf, one year old",2090.7,0.18134311
CerCis_spec,2090.7,0.21053094
EucGlo_NPV_spec,2090.7,0.43765932
CorSel_NPV_spec,2090.7,0.6006304
HetArb_NPV_spec,2090.7,0.29178423
EucGlo_spec,2090.7,0.1581761
CorSel_spec,2090.7,0.2877044
"Oak leaf, new growth",2090.7,0.17647287
polysterene,2090.7,2.2176406
Pine Bark,2090.7,0.3133209
HDPE_film,2090.7,8.95206
PVC,2090.7,1.0769569
sycamore bark,2090.7,0.35962626
HDPE_bottle,2090.7,6.4311905
HetArb_spec,2090.7,0.123012625
Kaolinite,2091.4,0.4609789
Montmorillonite,2091.4,0.5193529
Saponite,2091.4,0.4536707
Hectorite,2091.4,0.42333922
Sepiolite,2091.4,0.45024812
Magnesite,2091.4,0.5685215
Vermiculite,2091.4,0.7936953
Bentonite,2091.4,0.2242783
Buddingtonite,2091.4,0.4242918
maple,2091.4,0.19076382
Fresh Pine Needles,2091.4,0.074664064
Brown Pine Needles,2091.4,0.13331707
Dried Green Needles,2091.4,0.15657115
"Oak leaf, scenesced",2091.4,0.30100706
"Oak leaf, one year old",2091.4,0.1816277
CerCis_spec,2091.4,0.2112029
EucGlo_NPV_spec,2091.4,0.43739706
CorSel_NPV_spec,2091.4,0.60020417
HetArb_NPV_spec,2091.4,0.29165062
EucGlo_spec,2091.4,0.15849096
CorSel_spec,2091.4,0.28839362
"Oak leaf, new growth",2091.4,0.17668076
polysterene,2091.4,2.2181206
Pine Bark,2091.4,0.31316325
HDPE_film,2091.4,8.959475
PVC,2091.4,1.0768468
sycamore bark,2091.4,0.35940343
HDPE_bottle,2091.4,6.4451103
HetArb_spec,2091.4,0.12325062
Kaolinite,2092.1,0.461338
Montmorillonite,2092.1,0.51958025
Saponite,2092.1,0.4539113
Hectorite,2092.1,0.42346266
Sepiolite,2092.1,0.45043412
Magnesite,2092.1,0.5680748
Vermiculite,2092.1,0.7947903
Bentonite,2092.1,0.2245304
Buddingtonite,2092.1,0.42298743
maple,2092.1,0.19134215
Fresh Pine Needles,2092.1,0.07481354
Brown Pine Needles,2092.1,0.13319458
Dried Green Needles,2092.1,0.15650086
"Oak leaf, scenesced",2092.1,0.30082637
"Oak leaf, one year old",2092.1,0.1819158
CerCis_spec,2092.1,0.2118763
EucGlo_NPV_spec,2092.1,0.437117
CorSel_NPV_spec,2092.1,0.5998643
HetArb_NPV_spec,2092.1,0.29155597
EucGlo_spec,2092.1,0.15880282
CorSel_spec,2092.1,0.28912425
"Oak leaf, new growth",2092.1,0.17686936
polysterene,2092.1,2.218936
Pine Bark,2092.1,0.31297082
HDPE_film,2092.1,8.966587
PVC,2092.1,1.0766863
sycamore bark,2092.1,0.35922605
HDPE_bottle,2092.1,6.459881
HetArb_spec,2092.1,0.12352176
Kaolinite,2092.8,0.46158835
Montmorillonite,2092.8,0.5198324
Saponite,2092.8,0.45414954
Hectorite,2092.8,0.4234987
Sepiolite,2092.8,0.45070288
Magnesite,2092.8,0.5677049
Vermiculite,2092.8,0.79539466
Bentonite,2092.8,0.2247472
Buddingtonite,2092.8,0.42173505
maple,2092.8,0.19194213
Fresh Pine Needles,2092.8,0.07495986
Brown Pine Needles,2092.8,0.13306633
Dried Green Needles,2092.8,0.15643884
"Oak leaf, scenesced",2092.8,0.30060896
"Oak leaf, one year old",2092.8,0.1821629
CerCis_spec,2092.8,0.21251458
EucGlo_NPV_spec,2092.8,0.43676606
CorSel_NPV_spec,2092.8,0.5995865
HetArb_NPV_spec,2092.8,0.29142293
EucGlo_spec,2092.8,0.15908185
CorSel_spec,2092.8,0.28988755
"Oak leaf, new growth",2092.8,0.17707455
polysterene,2092.8,2.2204523
Pine Bark,2092.8,0.31273392
HDPE_film,2092.8,8.975356
PVC,2092.8,1.0765193
sycamore bark,2092.8,0.35897923
HDPE_bottle,2092.8,6.4758825
HetArb_spec,2092.8,0.123796426
Kaolinite,2093.5,0.46172115
Montmorillonite,2093.5,0.52011853
Saponite,2093.5,0.4543488
Hectorite,2093.5,0.4234633
Sepiolite,2093.5,0.4510038
Magnesite,2093.5,0.5673651
Vermiculite,2093.5,0.7956864
Bentonite,2093.5,0.2249295
Buddingtonite,2093.5,0.42047396
maple,2093.5,0.1925344
Fresh Pine Needles,2093.5,0.07510691
Brown Pine Needles,2093.5,0.1329384
Dried Green Needles,2093.5,0.15637776
"Oak leaf, scenesced",2093.5,0.3003422
"Oak leaf, one year old",2093.5,0.18235278
CerCis_spec,2093.5,0.21311712
EucGlo_NPV_spec,2093.5,0.43633237
CorSel_NPV_spec,2093.5,0.59932745
HetArb_NPV_spec,2093.5,0.29118562
EucGlo_spec,2093.5,0.15930894
CorSel_spec,2093.5,0.290688
"Oak leaf, new growth",2093.5,0.17737222
polysterene,2093.5,2.22245
Pine Bark,2093.5,0.31248462
HDPE_film,2093.5,8.98436
PVC,2093.5,1.0762769
sycamore bark,2093.5,0.35863754
HDPE_bottle,2093.5,6.490857
HetArb_spec,2093.5,0.12409005
Kaolinite,2094.2,0.46174452
Montmorillonite,2094.2,0.5204097
Saponite,2094.2,0.45452264
Hectorite,2094.2,0.42346707
Sepiolite,2094.2,0.45129082
Magnesite,2094.2,0.56702405
Vermiculite,2094.2,0.79604894
Bentonite,2094.2,0.22512177
Buddingtonite,2094.2,0.41915897
maple,2094.2,0.19309741
Fresh Pine Needles,2094.2,0.07525958
Brown Pine Needles,2094.2,0.1328238
Dried Green Needles,2094.2,0.15631098
"Oak leaf, scenesced",2094.2,0.30001262
"Oak leaf, one year old",2094.2,0.18253133
CerCis_spec,2094.2,0.21366854
EucGlo_NPV_spec,2094.2,0.43590158
CorSel_NPV_spec,2094.2,0.59904855
HetArb_NPV_spec,2094.2,0.29088643
EucGlo_spec,2094.2,0.15950982
CorSel_spec,2094.2,0.29150468
"Oak leaf, new growth",2094.2,0.17772786
polysterene,2094.2,2.2248402
Pine Bark,2094.2,0.31227806
HDPE_film,2094.2,8.996009
PVC,2094.2,1.0760089
sycamore bark,2094.2,0.35820848
HDPE_bottle,2094.2,6.503626
HetArb_spec,2094.2,0.1243996
Kaolinite,2094.9,0.46168703
Montmorillonite,2094.9,0.5206894
Saponite,2094.9,0.45471704
Hectorite,2094.9,0.42360312
Sepiolite,2094.9,0.45154887
Magnesite,2094.9,0.56667775
Vermiculite,2094.9,0.7965986
Bentonite,2094.9,0.22535385
Buddingtonite,2094.9,0.41772583
maple,2094.9,0.19364935
Fresh Pine Needles,2094.9,0.07541468
Brown Pine Needles,2094.9,0.13272879
Dried Green Needles,2094.9,0.15625496
"Oak leaf, scenesced",2094.9,0.2996618
"Oak leaf, one year old",2094.9,0.18276055
CerCis_spec,2094.9,0.21418932
EucGlo_NPV_spec,2094.9,0.43553743
CorSel_NPV_spec,2094.9,0.598746
HetArb_NPV_spec,2094.9,0.29055753
EucGlo_spec,2094.9,0.15971257
CorSel_spec,2094.9,0.29233593
"Oak leaf, new growth",2094.9,0.17808732
polysterene,2094.9,2.2272685
Pine Bark,2094.9,0.31209645
HDPE_film,2094.9,9.008491
PVC,2094.9,1.075741
sycamore bark,2094.9,0.3578432
HDPE_bottle,2094.9,6.511652
HetArb_spec,2094.9,0.12471495
Kaolinite,2095.6,0.46156168
Montmorillonite,2095.6,0.52092165
Saponite,2095.6,0.45496628
Hectorite,2095.6,0.4238932
Sepiolite,2095.6,0.4517963
Magnesite,2095.6,0.56634444
Vermiculite,2095.6,0.7971379
Bentonite,2095.6,0.22562572
Buddingtonite,2095.6,0.41619083
maple,2095.6,0.19422242
Fresh Pine Needles,2095.6,0.07555015
Brown Pine Needles,2095.6,0.13264696
Dried Green Needles,2095.6,0.15621859
"Oak leaf, scenesced",2095.6,0.29933372
"Oak leaf, one year old",2095.6,0.18307228
CerCis_spec,2095.6,0.21472345
EucGlo_NPV_spec,2095.6,0.43525892
CorSel_NPV_spec,2095.6,0.59845334
HetArb_NPV_spec,2095.6,0.29023063
EucGlo_spec,2095.6,0.15994811
CorSel_spec,2095.6,0.29314375
"Oak leaf, new growth",2095.6,0.17835715
polysterene,2095.6,2.2296028
Pine Bark,2095.6,0.31190526
HDPE_film,2095.6,9.02094
PVC,2095.6,1.0755856
sycamore bark,2095.6,0.3576264
HDPE_bottle,2095.6,6.51271
HetArb_spec,2095.6,0.12497648
Kaolinite,2096.3,0.4613781
Montmorillonite,2096.3,0.5210897
Saponite,2096.3,0.45528683
Hectorite,2096.3,0.42425078
Sepiolite,2096.3,0.45208025
Magnesite,2096.3,0.56605196
Vermiculite,2096.3,0.79752016
Bentonite,2096.3,0.22590531
Buddingtonite,2096.3,0.41462964
maple,2096.3,0.1948467
Fresh Pine Needles,2096.3,0.07565959
Brown Pine Needles,2096.3,0.13256077
Dried Green Needles,2096.3,0.15620445
"Oak leaf, scenesced",2096.3,0.2991036
"Oak leaf, one year old",2096.3,0.18345167
CerCis_spec,2096.3,0.2153155
EucGlo_NPV_spec,2096.3,0.4349797
CorSel_NPV_spec,2096.3,0.59821993
HetArb_NPV_spec,2096.3,0.28989443
EucGlo_spec,2096.3,0.16019972
CorSel_spec,2096.3,0.29391533
"Oak leaf, new growth",2096.3,0.17854384
polysterene,2096.3,2.2313926
Pine Bark,2096.3,0.3116511
HDPE_film,2096.3,9.028651
PVC,2096.3,1.0755229
sycamore bark,2096.3,0.35758522
HDPE_bottle,2096.3,6.504657
HetArb_spec,2096.3,0.12518087
Kaolinite,2097,0.46112248
Montmorillonite,2097,0.52118105
Saponite,2097,0.45567125
Hectorite,2097,0.4245705
Sepiolite,2097,0.4524253
Magnesite,2097,0.5658056
Vermiculite,2097,0.7978608
Bentonite,2097,0.22616471
Buddingtonite,2097,0.4131872
maple,2097,0.1955071
Fresh Pine Needles,2097,0.07575305
Brown Pine Needles,2097,0.1324576
Dried Green Needles,2097,0.15618962
"Oak leaf, scenesced",2097,0.2989737
"Oak leaf, one year old",2097,0.18384893
CerCis_spec,2097,0.21595079
EucGlo_NPV_spec,2097,0.4346258
CorSel_NPV_spec,2097,0.59806794
HetArb_NPV_spec,2097,0.2895798
EucGlo_spec,2097,0.16043684
CorSel_spec,2097,0.29464185
"Oak leaf, new growth",2097,0.17867249
polysterene,2097,2.232757
Pine Bark,2097,0.31133738
HDPE_film,2097,9.032251
PVC,2097,1.0755167
sycamore bark,2097,0.3575822
HDPE_bottle,2097,6.489154
HetArb_spec,2097,0.12531549
Kaolinite,2097.7,0.46079922
Montmorillonite,2097.7,0.52122724
Saponite,2097.7,0.45605445
Hectorite,2097.7,0.42479256
Sepiolite,2097.7,0.45278427
Magnesite,2097.7,0.56555873
Vermiculite,2097.7,0.79836434
Bentonite,2097.7,0.2263964
Buddingtonite,2097.7,0.41193703
maple,2097.7,0.19616264
Fresh Pine Needles,2097.7,0.075861424
Brown Pine Needles,2097.7,0.13234673
Dried Green Needles,2097.7,0.15616229
"Oak leaf, scenesced",2097.7,0.29889715
"Oak leaf, one year old",2097.7,0.18422796
CerCis_spec,2097.7,0.21661374
EucGlo_NPV_spec,2097.7,0.43418384
CorSel_NPV_spec,2097.7,0.597991
HetArb_NPV_spec,2097.7,0.28933173
EucGlo_spec,2097.7,0.16064435
CorSel_spec,2097.7,0.29534188
"Oak leaf, new growth",2097.7,0.1788531
polysterene,2097.7,2.2337122
Pine Bark,2097.7,0.31102023
HDPE_film,2097.7,9.032255
PVC,2097.7,1.0753568
sycamore bark,2097.7,0.35752997
HDPE_bottle,2097.7,6.468944
HetArb_spec,2097.7,0.1254492
Kaolinite,2098.4,0.46044612
Montmorillonite,2098.4,0.52126503
Saponite,2098.4,0.45635012
Hectorite,2098.4,0.42496514
Sepiolite,2098.4,0.45309368
Magnesite,2098.4,0.5652681
Vermiculite,2098.4,0.79911846
Bentonite,2098.4,0.22663213
Buddingtonite,2098.4,0.41088632
maple,2098.4,0.19677478
Fresh Pine Needles,2098.4,0.076001145
Brown Pine Needles,2098.4,0.13225704
Dried Green Needles,2098.4,0.15611504
"Oak leaf, scenesced",2098.4,0.29882044
"Oak leaf, one year old",2098.4,0.18459561
CerCis_spec,2098.4,0.21724394
EucGlo_NPV_spec,2098.4,0.43373126
CorSel_NPV_spec,2098.4,0.5979607
HetArb_NPV_spec,2098.4,0.28921643
EucGlo_spec,2098.4,0.16084997
CorSel_spec,2098.4,0.296008
"Oak leaf, new growth",2098.4,0.17910612
polysterene,2098.4,2.2345505
Pine Bark,2098.4,0.31078553
HDPE_film,2098.4,9.033763
PVC,2098.4,1.0749074
sycamore bark,2098.4,0.3573546
HDPE_bottle,2098.4,6.4470077
HetArb_spec,2098.4,0.12562326
Kaolinite,2099.1,0.46011877
Montmorillonite,2099.1,0.5213726
Saponite,2099.1,0.45651647
Hectorite,2099.1,0.42513898
Sepiolite,2099.1,0.45334366
Magnesite,2099.1,0.56493294
Vermiculite,2099.1,0.8000423
Bentonite,2099.1,0.22689036
Buddingtonite,2099.1,0.40994072
maple,2099.1,0.19733274
Fresh Pine Needles,2099.1,0.076172195
Brown Pine Needles,2099.1,0.13221037
Dried Green Needles,2099.1,0.15606363
"Oak leaf, scenesced",2099.1,0.29872838
"Oak leaf, one year old",2099.1,0.18495363
CerCis_spec,2099.1,0.21780425
EucGlo_NPV_spec,2099.1,0.43334264
CorSel_NPV_spec,2099.1,0.5978788
HetArb_NPV_spec,2099.1,0.289202
EucGlo_spec,2099.1,0.16110404
CorSel_spec,2099.1,0.2966561
"Oak leaf, new growth",2099.1,0.17941716
polysterene,2099.1,2.235322
Pine Bark,2099.1,0.31066933
HDPE_film,2099.1,9.037716
PVC,2099.1,1.074162
sycamore bark,2099.1,0.35712278
HDPE_bottle,2099.1,6.4234195
HetArb_spec,2099.1,0.12586315
Kaolinite,2099.8,0.4598444
Montmorillonite,2099.8,0.52159226
Saponite,2099.8,0.4565852
Hectorite,2099.8,0.42534795
Sepiolite,2099.8,0.4535826
Magnesite,2099.8,0.5645763
Vermiculite,2099.8,0.8010831
Bentonite,2099.8,0.22717775
Buddingtonite,2099.8,0.40900624
maple,2099.8,0.19784841
Fresh Pine Needles,2099.8,0.076341085
Brown Pine Needles,2099.8,0.1322026
Dried Green Needles,2099.8,0.15602408
"Oak leaf, scenesced",2099.8,0.2986213
"Oak leaf, one year old",2099.8,0.18530376
CerCis_spec,2099.8,0.2183104
EucGlo_NPV_spec,2099.8,0.43302235
CorSel_NPV_spec,2099.8,0.597687
HetArb_NPV_spec,2099.8,0.28919753
EucGlo_spec,2099.8,0.16143312
CorSel_spec,2099.8,0.29730332
"Oak leaf, new growth",2099.8,0.17970736
polysterene,2099.8,2.2363667
Pine Bark,2099.8,0.3106447
HDPE_film,2099.8,9.046037
PVC,2099.8,1.0733975
sycamore bark,2099.8,0.35690185
HDPE_bottle,2099.8,6.3971753
HetArb_spec,2099.8,0.12611827
Kaolinite,2100.5,0.45965686
Montmorillonite,2100.5,0.5219164
Saponite,2100.5,0.45660788
Hectorite,2100.5,0.42556357
Sepiolite,2100.5,0.45384973
Magnesite,2100.5,0.5641978
Vermiculite,2100.5,0.80235964
Bentonite,2100.5,0.22747982
Buddingtonite,2100.5,0.4079912
maple,2100.5,0.19834429
Fresh Pine Needles,2100.5,0.07648761
Brown Pine Needles,2100.5,0.13220632
Dried Green Needles,2100.5,0.15600593
"Oak leaf, scenesced",2100.5,0.29854065
"Oak leaf, one year old",2100.5,0.18563236
CerCis_spec,2100.5,0.21882309
EucGlo_NPV_spec,2100.5,0.4326867
CorSel_NPV_spec,2100.5,0.5974286
HetArb_NPV_spec,2100.5,0.28908736
EucGlo_spec,2100.5,0.16179858
CorSel_spec,2100.5,0.2979808
"Oak leaf, new growth",2100.5,0.17998952
polysterene,2100.5,2.2374835
Pine Bark,2100.5,0.3106349
HDPE_film,2100.5,9.055257
PVC,2100.5,1.0727428
sycamore bark,2100.5,0.35677522
HDPE_bottle,2100.5,6.3654084
HetArb_spec,2100.5,0.12638298
Kaolinite,2101.2,0.45955738
Montmorillonite,2101.2,0.5222728
Saponite,2101.2,0.45665178
Hectorite,2101.2,0.42574677
Sepiolite,2101.2,0.45416024
Magnesite,2101.2,0.56380516
Vermiculite,2101.2,0.8040634
Bentonite,2101.2,0.22778797
Buddingtonite,2101.2,0.40687403
maple,2101.2,0.19883664
Fresh Pine Needles,2101.2,0.076605596
Brown Pine Needles,2101.2,0.13219579
Dried Green Needles,2101.2,0.15599884
"Oak leaf, scenesced",2101.2,0.29848403
"Oak leaf, one year old",2101.2,0.18592332
CerCis_spec,2101.2,0.21935739
EucGlo_NPV_spec,2101.2,0.43226415
CorSel_NPV_spec,2101.2,0.59716636
HetArb_NPV_spec,2101.2,0.28886864
EucGlo_spec,2101.2,0.16213034
CorSel_spec,2101.2,0.2987098
"Oak leaf, new growth",2101.2,0.18026735
polysterene,2101.2,2.2387145
Pine Bark,2101.2,0.31057474
HDPE_film,2101.2,9.064548
PVC,2101.2,1.0722349
sycamore bark,2101.2,0.3567225
HDPE_bottle,2101.2,6.3270264
HetArb_spec,2101.2,0.12662183
Kaolinite,2101.9,0.45948336
Montmorillonite,2101.9,0.5225983
Saponite,2101.9,0.45677105
Hectorite,2101.9,0.42586803
Sepiolite,2101.9,0.4544892
Magnesite,2101.9,0.563388
