sample,wavelength,reflectance
"Oak leaf, new growth",2220.2,0.2195552
Polysterene,2220.2,0.19282515
HDPE film,2220.2,0.8105912
PVC,2220.2,0.07870578
HDPE bottle,2220.2,0.42081575
Saponite,2220.9,0.4297133
Hectorite,2220.9,0.3924742
Sepiolite,2220.9,0.4111631
Magnesite,2220.9,0.444672
Vermiculite,2220.9,0.83593047
Maple Leaf,2220.9,0.25778532
"Oak leaf, scenesced",2220.9,0.3196071
"Oak leaf, one year old",2220.9,0.22750373
"Oak leaf, new growth",2220.9,0.21948096
Polysterene,2220.9,0.19230771
HDPE film,2220.9,0.8092149
PVC,2220.9,0.07831497
HDPE bottle,2220.9,0.410322
Saponite,2221.6,0.4290489
Hectorite,2221.6,0.39220807
Sepiolite,2221.6,0.41086483
Magnesite,2221.6,0.44277582
Vermiculite,2221.6,0.83525795
Maple Leaf,2221.6,0.25789836
"Oak leaf, scenesced",2221.6,0.31948546
"Oak leaf, one year old",2221.6,0.22755754
"Oak leaf, new growth",2221.6,0.21937166
Polysterene,2221.6,0.19170028
HDPE film,2221.6,0.8074844
PVC,2221.6,0.07788121
HDPE bottle,2221.6,0.39911332
Saponite,2222.3,0.42835206
Hectorite,2222.3,0.39188635
Sepiolite,2222.3,0.4105352
Magnesite,2222.3,0.4408359
Vermiculite,2222.3,0.834454
Maple Leaf,2222.3,0.25802734
"Oak leaf, scenesced",2222.3,0.3193023
"Oak leaf, one year old",2222.3,0.22761907
"Oak leaf, new growth",2222.3,0.21933667
Polysterene,2222.3,0.19099638
HDPE film,2222.3,0.8054863
PVC,2222.3,0.07741064
HDPE bottle,2222.3,0.38766313
Saponite,2223,0.42758992
Hectorite,2223,0.39146465
Sepiolite,2223,0.4101385
Magnesite,2223,0.43883035
Vermiculite,2223,0.8338907
Maple Leaf,2223,0.25814185
"Oak leaf, scenesced",2223,0.31903553
"Oak leaf, one year old",2223,0.22765487
"Oak leaf, new growth",2223,0.21931188
Polysterene,2223,0.19029031
HDPE film,2223,0.803747
PVC,2223,0.076930434
HDPE bottle,2223,0.37660558
Saponite,2223.7,0.42675823
Hectorite,2223.7,0.39097694
Sepiolite,2223.7,0.4096908
Magnesite,2223.7,0.4367835
Vermiculite,2223.7,0.833622
Maple Leaf,2223.7,0.25825012
"Oak leaf, scenesced",2223.7,0.31870067
"Oak leaf, one year old",2223.7,0.22764611
"Oak leaf, new growth",2223.7,0.21928708
Polysterene,2223.7,0.18964461
HDPE film,2223.7,0.8023842
PVC,2223.7,0.07645377
HDPE bottle,2223.7,0.36628227
Saponite,2224.4,0.425853
Hectorite,2224.4,0.39050245
Sepiolite,2224.4,0.40917292
Magnesite,2224.4,0.43470412
Vermiculite,2224.4,0.8333639
Maple Leaf,2224.4,0.2583253
"Oak leaf, scenesced",2224.4,0.31832063
"Oak leaf, one year old",2224.4,0.2275706
"Oak leaf, new growth",2224.4,0.21921548
Polysterene,2224.4,0.1891634
HDPE film,2224.4,0.8014908
PVC,2224.4,0.07598332
HDPE bottle,2224.4,0.35657165
Saponite,2225.1,0.42486146
Hectorite,2225.1,0.39005783
Sepiolite,2225.1,0.40856385
Magnesite,2225.1,0.4325838
Vermiculite,2225.1,0.832872
Maple Leaf,2225.1,0.2583373
"Oak leaf, scenesced",2225.1,0.31794408
"Oak leaf, one year old",2225.1,0.22739966
"Oak leaf, new growth",2225.1,0.21915743
Polysterene,2225.1,0.18881524
HDPE film,2225.1,0.8006371
PVC,2225.1,0.07550675
HDPE bottle,2225.1,0.3473735
Saponite,2225.8,0.42378816
Hectorite,2225.8,0.3896373
Sepiolite,2225.8,0.4078653
Magnesite,2225.8,0.43041137
Vermiculite,2225.8,0.8321002
Maple Leaf,2225.8,0.25826114
"Oak leaf, scenesced",2225.8,0.31755865
"Oak leaf, one year old",2225.8,0.22711405
"Oak leaf, new growth",2225.8,0.2191062
Polysterene,2225.8,0.18852059
HDPE film,2225.8,0.79964824
PVC,2225.8,0.07501942
HDPE bottle,2225.8,0.33903968
Saponite,2226.5,0.42268816
Hectorite,2226.5,0.3892285
Sepiolite,2226.5,0.4071494
Magnesite,2226.5,0.42822158
Vermiculite,2226.5,0.8312485
Maple Leaf,2226.5,0.25813472
"Oak leaf, scenesced",2226.5,0.31714633
"Oak leaf, one year old",2226.5,0.22673401
"Oak leaf, new growth",2226.5,0.21912648
Polysterene,2226.5,0.18813772
HDPE film,2226.5,0.79825306
PVC,2226.5,0.0745229
HDPE bottle,2226.5,0.3320742
Saponite,2227.2,0.42162806
Hectorite,2227.2,0.3888834
Sepiolite,2227.2,0.40648076
Magnesite,2227.2,0.426065
Vermiculite,2227.2,0.83067596
Maple Leaf,2227.2,0.25798908
"Oak leaf, scenesced",2227.2,0.31666982
"Oak leaf, one year old",2227.2,0.226324
"Oak leaf, new growth",2227.2,0.21918802
Polysterene,2227.2,0.18767219
HDPE film,2227.2,0.79677777
PVC,2227.2,0.074033207
HDPE bottle,2227.2,0.32670934
Saponite,2227.9,0.4206822
Hectorite,2227.9,0.3886275
Sepiolite,2227.9,0.40593436
Magnesite,2227.9,0.42400497
Vermiculite,2227.9,0.8306747
Maple Leaf,2227.9,0.25788185
"Oak leaf, scenesced",2227.9,0.3161361
"Oak leaf, one year old",2227.9,0.22596282
"Oak leaf, new growth",2227.9,0.21930386
Polysterene,2227.9,0.18714144
HDPE film,2227.9,0.79528027
PVC,2227.9,0.073559
HDPE bottle,2227.9,0.32280474
Saponite,2228.6,0.41986153
Hectorite,2228.6,0.38843104
Sepiolite,2228.6,0.4054944
Magnesite,2228.6,0.42203408
Vermiculite,2228.6,0.83115405
Maple Leaf,2228.6,0.25781718
"Oak leaf, scenesced",2228.6,0.31558445
"Oak leaf, one year old",2228.6,0.22570188
"Oak leaf, new growth",2228.6,0.21940486
Polysterene,2228.6,0.18662516
HDPE film,2228.6,0.79388013
PVC,2228.6,0.073095536
HDPE bottle,2228.6,0.31984339
Saponite,2229.3,0.41909155
Hectorite,2229.3,0.3882071
Sepiolite,2229.3,0.40508446
Magnesite,2229.3,0.4200723
Vermiculite,2229.3,0.83160734
Maple Leaf,2229.3,0.25776634
"Oak leaf, scenesced",2229.3,0.31505376
"Oak leaf, one year old",2229.3,0.22550882
"Oak leaf, new growth",2229.3,0.21945395
Polysterene,2229.3,0.18612443
HDPE film,2229.3,0.79223776
PVC,2229.3,0.072626865
HDPE bottle,2229.3,0.3172099
Saponite,2230,0.41828835
Hectorite,2230,0.38792375
Sepiolite,2230,0.40461105
Magnesite,2230,0.41801682
Vermiculite,2230,0.8315465
Maple Leaf,2230,0.25767067
"Oak leaf, scenesced",2230,0.31450182
"Oak leaf, one year old",2230,0.2253049
"Oak leaf, new growth",2230,0.21935058
Polysterene,2230,0.1856321
HDPE film,2230,0.7903363
PVC,2230,0.072140497
HDPE bottle,2230,0.31458807
Saponite,2230.7,0.41745424
Hectorite,2230.7,0.3875881
Sepiolite,2230.7,0.40407017
Magnesite,2230.7,0.41583374
Vermiculite,2230.7,0.8309089
Maple Leaf,2230.7,0.25752306
"Oak leaf, scenesced",2230.7,0.31384537
"Oak leaf, one year old",2230.7,0.22502322
"Oak leaf, new growth",2230.7,0.21916363
Polysterene,2230.7,0.18507694
HDPE film,2230.7,0.78804827
PVC,2230.7,0.07163145
HDPE bottle,2230.7,0.3117356
Saponite,2231.4,0.41662756
Hectorite,2231.4,0.38724387
Sepiolite,2231.4,0.40347907
Magnesite,2231.4,0.4135388
Vermiculite,2231.4,0.8301051
Maple Leaf,2231.4,0.2573129
"Oak leaf, scenesced",2231.4,0.3130282
"Oak leaf, one year old",2231.4,0.22467153
"Oak leaf, new growth",2231.4,0.21896791
Polysterene,2231.4,0.18448552
HDPE film,2231.4,0.78576922
PVC,2231.4,0.07110931
HDPE bottle,2231.4,0.30850623
Saponite,2232.1,0.41588524
Hectorite,2232.1,0.3869007
Sepiolite,2232.1,0.4028993
Magnesite,2232.1,0.4111937
Vermiculite,2232.1,0.8295419
Maple Leaf,2232.1,0.25708228
"Oak leaf, scenesced",2232.1,0.31207526
"Oak leaf, one year old",2232.1,0.2243057
"Oak leaf, new growth",2232.1,0.2188472
Polysterene,2232.1,0.18386872
HDPE film,2232.1,0.78365045
PVC,2232.1,0.07058306
HDPE bottle,2232.1,0.30484912
Saponite,2232.8,0.41528353
Hectorite,2232.8,0.38655794
Sepiolite,2232.8,0.4023615
Magnesite,2232.8,0.40885445
Vermiculite,2232.8,0.829275
Maple Leaf,2232.8,0.25686407
"Oak leaf, scenesced",2232.8,0.31107098
"Oak leaf, one year old",2232.8,0.22399202
"Oak leaf, new growth",2232.8,0.218746
Polysterene,2232.8,0.18328537
HDPE film,2232.8,0.7817967
PVC,2232.8,0.07005502
HDPE bottle,2232.8,0.30080884
Saponite,2233.5,0.41478738
Hectorite,2233.5,0.3861974
Sepiolite,2233.5,0.40185937
Magnesite,2233.5,0.40654376
Vermiculite,2233.5,0.8289817
Maple Leaf,2233.5,0.25667053
"Oak leaf, scenesced",2233.5,0.31010568
"Oak leaf, one year old",2233.5,0.22373012
"Oak leaf, new growth",2233.5,0.21861498
Polysterene,2233.5,0.18275912
HDPE film,2233.5,0.77997994
PVC,2233.5,0.06952553
HDPE bottle,2233.5,0.29630706
Saponite,2234.2,0.41429308
Hectorite,2234.2,0.38582724
Sepiolite,2234.2,0.40132567
Magnesite,2234.2,0.40423968
Vermiculite,2234.2,0.82846373
Maple Leaf,2234.2,0.2564573
"Oak leaf, scenesced",2234.2,0.3092081
"Oak leaf, one year old",2234.2,0.22345962
"Oak leaf, new growth",2234.2,0.21834247
Polysterene,2234.2,0.1823417
HDPE film,2234.2,0.77826977
PVC,2234.2,0.06899142
HDPE bottle,2234.2,0.29139636
Saponite,2234.9,0.4137109
Hectorite,2234.9,0.3854199
Sepiolite,2234.9,0.40072262
Magnesite,2234.9,0.401914
Vermiculite,2234.9,0.8277893
Maple Leaf,2234.9,0.256202
"Oak leaf, scenesced",2234.9,0.30833378
"Oak leaf, one year old",2234.9,0.22309944
"Oak leaf, new growth",2234.9,0.21795976
Polysterene,2234.9,0.18197824
HDPE film,2234.9,0.77652235
PVC,2234.9,0.06845435
HDPE bottle,2234.9,0.28594322
Saponite,2235.6,0.41302744
Hectorite,2235.6,0.38494414
Sepiolite,2235.6,0.40004385
Magnesite,2235.6,0.39954638
Vermiculite,2235.6,0.82708645
Maple Leaf,2235.6,0.25589138
"Oak leaf, scenesced",2235.6,0.307436
"Oak leaf, one year old",2235.6,0.22262578
"Oak leaf, new growth",2235.6,0.21753506
Polysterene,2235.6,0.18161882
HDPE film,2235.6,0.7748129
PVC,2235.6,0.06792722
HDPE bottle,2235.6,0.27982495
Saponite,2236.3,0.4123187
Hectorite,2236.3,0.38439703
Sepiolite,2236.3,0.3993205
Magnesite,2236.3,0.39713818
Vermiculite,2236.3,0.826264
Maple Leaf,2236.3,0.25556952
"Oak leaf, scenesced",2236.3,0.30651137
"Oak leaf, one year old",2236.3,0.22207059
"Oak leaf, new growth",2236.3,0.21718746
Polysterene,2236.3,0.1811608
HDPE film,2236.3,0.77301526
PVC,2236.3,0.067414
HDPE bottle,2236.3,0.27289038
Saponite,2237,0.41171566
Hectorite,2237,0.38382912
Sepiolite,2237,0.3985937
Magnesite,2237,0.39473742
Vermiculite,2237,0.8251832
Maple Leaf,2237,0.2552815
"Oak leaf, scenesced",2237,0.3055543
"Oak leaf, one year old",2237,0.22149286
"Oak leaf, new growth",2237,0.21691889
Polysterene,2237,0.18057753
HDPE film,2237,0.77109747
PVC,2237,0.06689761
HDPE bottle,2237,0.26519842
Saponite,2237.7,0.4112591
Hectorite,2237.7,0.38329226
Sepiolite,2237.7,0.39788577
Magnesite,2237.7,0.39238724
Vermiculite,2237.7,0.82375365
Maple Leaf,2237.7,0.25502878
"Oak leaf, scenesced",2237.7,0.3045565
"Oak leaf, one year old",2237.7,0.22093393
"Oak leaf, new growth",2237.7,0.21673079
Polysterene,2237.7,0.17988269
HDPE film,2237.7,0.76897473
PVC,2237.7,0.066360843
HDPE bottle,2237.7,0.256882
Saponite,2238.4,0.41086948
Hectorite,2238.4,0.3827978
Sepiolite,2238.4,0.3971404
Magnesite,2238.4,0.39009294
Vermiculite,2238.4,0.8222064
Maple Leaf,2238.4,0.25474864
"Oak leaf, scenesced",2238.4,0.30349252
"Oak leaf, one year old",2238.4,0.22039513
"Oak leaf, new growth",2238.4,0.21652173
Polysterene,2238.4,0.17918279
HDPE film,2238.4,0.76688094
PVC,2238.4,0.0657754
HDPE bottle,2238.4,0.24833622
Saponite,2239.1,0.41040692
Hectorite,2239.1,0.38230234
Sepiolite,2239.1,0.39628816
Magnesite,2239.1,0.3878093
Vermiculite,2239.1,0.8208678
Maple Leaf,2239.1,0.25437266
"Oak leaf, scenesced",2239.1,0.30233198
"Oak leaf, one year old",2239.1,0.21983694
"Oak leaf, new growth",2239.1,0.21624883
Polysterene,2239.1,0.17849926
HDPE film,2239.1,0.7648311
PVC,2239.1,0.06512872
HDPE bottle,2239.1,0.2399015
Saponite,2239.8,0.40979502
Hectorite,2239.8,0.38177016
Sepiolite,2239.8,0.39528728
Magnesite,2239.8,0.38548374
Vermiculite,2239.8,0.81986296
Maple Leaf,2239.8,0.25385988
"Oak leaf, scenesced",2239.8,0.3010738
"Oak leaf, one year old",2239.8,0.21924965
"Oak leaf, new growth",2239.8,0.21587877
Polysterene,2239.8,0.17785059
HDPE film,2239.8,0.76294947
PVC,2239.8,0.064443314
HDPE bottle,2239.8,0.23189926
Saponite,2240.5,0.40904534
Hectorite,2240.5,0.38121453
Sepiolite,2240.5,0.39415997
Magnesite,2240.5,0.3831238
Vermiculite,2240.5,0.81909823
Maple Leaf,2240.5,0.25324968
"Oak leaf, scenesced",2240.5,0.29979378
"Oak leaf, one year old",2240.5,0.21865864
"Oak leaf, new growth",2240.5,0.21547984
Polysterene,2240.5,0.17719383
HDPE film,2240.5,0.76110272
PVC,2240.5,0.063756347
HDPE bottle,2240.5,0.22452977
Saponite,2241.2,0.40825972
Hectorite,2241.2,0.38064376
Sepiolite,2241.2,0.3929776
Magnesite,2241.2,0.38082287
Vermiculite,2241.2,0.8185524
Maple Leaf,2241.2,0.2526234
"Oak leaf, scenesced",2241.2,0.29852498
"Oak leaf, one year old",2241.2,0.21807873
"Oak leaf, new growth",2241.2,0.21504228
Polysterene,2241.2,0.1765186
HDPE film,2241.2,0.7592632
PVC,2241.2,0.06308027
HDPE bottle,2241.2,0.2180402
Saponite,2241.9,0.4075046
Hectorite,2241.9,0.3800498
Sepiolite,2241.9,0.3918071
Magnesite,2241.9,0.37867704
Vermiculite,2241.9,0.8180707
Maple Leaf,2241.9,0.2520519
"Oak leaf, scenesced",2241.9,0.2972653
"Oak leaf, one year old",2241.9,0.21748161
"Oak leaf, new growth",2241.9,0.21461971
Polysterene,2241.9,0.17580999
HDPE film,2241.9,0.7572248
PVC,2241.9,0.062422246
HDPE bottle,2241.9,0.21251614
Saponite,2242.6,0.40678895
Hectorite,2242.6,0.37939957
Sepiolite,2242.6,0.3906635
Magnesite,2242.6,0.37672505
Vermiculite,2242.6,0.8173667
Maple Leaf,2242.6,0.2515633
"Oak leaf, scenesced",2242.6,0.2959745
"Oak leaf, one year old",2242.6,0.21683894
"Oak leaf, new growth",2242.6,0.21417725
Polysterene,2242.6,0.17510502
HDPE film,2242.6,0.7550746
PVC,2242.6,0.061769444
HDPE bottle,2242.6,0.2078932
Saponite,2243.3,0.40608096
Hectorite,2243.3,0.3786927
Sepiolite,2243.3,0.38952127
Magnesite,2243.3,0.374917
Vermiculite,2243.3,0.81597704
Maple Leaf,2243.3,0.25113907
"Oak leaf, scenesced",2243.3,0.2946347
"Oak leaf, one year old",2243.3,0.21614085
"Oak leaf, new growth",2243.3,0.21375191
Polysterene,2243.3,0.17439625
HDPE film,2243.3,0.7528323
PVC,2243.3,0.06110879
HDPE bottle,2243.3,0.20396082
Saponite,2244,0.4053337
Hectorite,2244,0.37794805
Sepiolite,2244,0.38832206
Magnesite,2244,0.37315127
Vermiculite,2244,0.81357807
Maple Leaf,2244,0.25073287
"Oak leaf, scenesced",2244,0.293241
"Oak leaf, one year old",2244,0.21542853
"Oak leaf, new growth",2244,0.2133083
Polysterene,2244,0.17370198
HDPE film,2244,0.7507959
PVC,2244,0.060441667
HDPE bottle,2244,0.20043745
Saponite,2244.7,0.40454012
Hectorite,2244.7,0.37721345
Sepiolite,2244.7,0.38704324
Magnesite,2244.7,0.37137175
Vermiculite,2244.7,0.8103605
Maple Leaf,2244.7,0.25032157
"Oak leaf, scenesced",2244.7,0.29185662
"Oak leaf, one year old",2244.7,0.2147513
"Oak leaf, new growth",2244.7,0.21290798
Polysterene,2244.7,0.17301208
HDPE film,2244.7,0.74896383
PVC,2244.7,0.05978291
HDPE bottle,2244.7,0.19703671
Saponite,2245.4,0.4037146
Hectorite,2245.4,0.3765099
Sepiolite,2245.4,0.38567504
Magnesite,2245.4,0.36955974
Vermiculite,2245.4,0.80714536
Maple Leaf,2245.4,0.24988227
"Oak leaf, scenesced",2245.4,0.290494
"Oak leaf, one year old",2245.4,0.21411537
"Oak leaf, new growth",2245.4,0.21253124
Polysterene,2245.4,0.17234037
HDPE film,2245.4,0.7473995
PVC,2245.4,0.05913341
HDPE bottle,2245.4,0.19358709
Saponite,2246.1,0.40287888
Hectorite,2246.1,0.37585154
Sepiolite,2246.1,0.38423815
Magnesite,2246.1,0.36774543
Vermiculite,2246.1,0.8047755
Maple Leaf,2246.1,0.24940236
"Oak leaf, scenesced",2246.1,0.28915876
"Oak leaf, one year old",2246.1,0.21346702
"Oak leaf, new growth",2246.1,0.21220408
Polysterene,2246.1,0.17165447
HDPE film,2246.1,0.74580092
PVC,2246.1,0.058490807
HDPE bottle,2246.1,0.18997136
Saponite,2246.8,0.40205467
Hectorite,2246.8,0.3752355
Sepiolite,2246.8,0.38275495
Magnesite,2246.8,0.36595246
Vermiculite,2246.8,0.803599
Maple Leaf,2246.8,0.24886997
"Oak leaf, scenesced",2246.8,0.28782916
"Oak leaf, one year old",2246.8,0.21277906
"Oak leaf, new growth",2246.8,0.21185718
Polysterene,2246.8,0.17094752
HDPE film,2246.8,0.7441527
PVC,2246.8,0.057846946
HDPE bottle,2246.8,0.18616242
Saponite,2247.5,0.40126783
Hectorite,2247.5,0.3746398
Sepiolite,2247.5,0.3812624
Magnesite,2247.5,0.36422712
Vermiculite,2247.5,0.8033379
Maple Leaf,2247.5,0.24830194
"Oak leaf, scenesced",2247.5,0.28650582
"Oak leaf, one year old",2247.5,0.21206504
"Oak leaf, new growth",2247.5,0.21150666
Polysterene,2247.5,0.17019022
HDPE film,2247.5,0.74231696
PVC,2247.5,0.05719121
HDPE bottle,2247.5,0.1822257
Saponite,2248.2,0.40051568
Hectorite,2248.2,0.37401828
Sepiolite,2248.2,0.37978634
Magnesite,2248.2,0.36259893
Vermiculite,2248.2,0.8035006
Maple Leaf,2248.2,0.24772118
"Oak leaf, scenesced",2248.2,0.2851984
"Oak leaf, one year old",2248.2,0.21136849
"Oak leaf, new growth",2248.2,0.21110684
Polysterene,2248.2,0.16938342
HDPE film,2248.2,0.7404725
PVC,2248.2,0.056519973
HDPE bottle,2248.2,0.17826147
Saponite,2248.9,0.39980462
Hectorite,2248.9,0.3733652
Sepiolite,2248.9,0.37834403
Magnesite,2248.9,0.36109596
Vermiculite,2248.9,0.8036586
Maple Leaf,2248.9,0.24716422
"Oak leaf, scenesced",2248.9,0.28397864
"Oak leaf, one year old",2248.9,0.21072713
"Oak leaf, new growth",2248.9,0.2107275
Polysterene,2248.9,0.16854507
HDPE film,2248.9,0.738605
PVC,2248.9,0.055851465
HDPE bottle,2248.9,0.1743922
Saponite,2249.6,0.3991025
Hectorite,2249.6,0.3726867
Sepiolite,2249.6,0.37691158
Magnesite,2249.6,0.35969377
Vermiculite,2249.6,0.8035355
Maple Leaf,2249.6,0.24661992
"Oak leaf, scenesced",2249.6,0.28283253
"Oak leaf, one year old",2249.6,0.21012376
"Oak leaf, new growth",2249.6,0.21036056
Polysterene,2249.6,0.16774455
HDPE film,2249.6,0.7369326
PVC,2249.6,0.05520758
HDPE bottle,2249.6,0.17071787
Saponite,2250.3,0.39839607
Hectorite,2250.3,0.3720116
Sepiolite,2250.3,0.37546694
Magnesite,2250.3,0.3583652
Vermiculite,2250.3,0.80278796
Maple Leaf,2250.3,0.24605894
"Oak leaf, scenesced",2250.3,0.28172845
"Oak leaf, one year old",2250.3,0.20951267
"Oak leaf, new growth",2250.3,0.20998585
Polysterene,2250.3,0.16702331
HDPE film,2250.3,0.7354856
PVC,2250.3,0.05460021
HDPE bottle,2250.3,0.16731323
Saponite,2251,0.39764297
Hectorite,2251,0.37136063
Sepiolite,2251,0.37396017
Magnesite,2251,0.3570452
Vermiculite,2251,0.8010613
Maple Leaf,2251,0.2454344
"Oak leaf, scenesced",2251,0.28060424
"Oak leaf, one year old",2251,0.20886935
"Oak leaf, new growth",2251,0.20952149
Polysterene,2251,0.16639177
HDPE film,2251,0.73447576
PVC,2251,0.054022455
HDPE bottle,2251,0.16424011
Saponite,2251.7,0.3968408
Hectorite,2251.7,0.37071988
Sepiolite,2251.7,0.37240133
Magnesite,2251.7,0.3557351
Vermiculite,2251.7,0.79827213
Maple Leaf,2251.7,0.24475276
"Oak leaf, scenesced",2251.7,0.2794427
"Oak leaf, one year old",2251.7,0.20819497
"Oak leaf, new growth",2251.7,0.20899913
Polysterene,2251.7,0.16578159
HDPE film,2251.7,0.73367434
PVC,2251.7,0.05345192
HDPE bottle,2251.7,0.16149861
Saponite,2252.4,0.39597633
Hectorite,2252.4,0.37006727
Sepiolite,2252.4,0.37082312
Magnesite,2252.4,0.35443643
Vermiculite,2252.4,0.79484385
Maple Leaf,2252.4,0.24403246
"Oak leaf, scenesced",2252.4,0.27826282
"Oak leaf, one year old",2252.4,0.20750052
"Oak leaf, new growth",2252.4,0.20846824
Polysterene,2252.4,0.16511127
HDPE film,2252.4,0.7328849
PVC,2252.4,0.052873313
HDPE bottle,2252.4,0.15909489
Saponite,2253.1,0.3950757
Hectorite,2253.1,0.3694004
Sepiolite,2253.1,0.36929333
Magnesite,2253.1,0.35318846
Vermiculite,2253.1,0.79146975
Maple Leaf,2253.1,0.24332799
"Oak leaf, scenesced",2253.1,0.27714506
"Oak leaf, one year old",2253.1,0.20679419
"Oak leaf, new growth",2253.1,0.20802955
Polysterene,2253.1,0.16433437
HDPE film,2253.1,0.73177037
PVC,2253.1,0.05229386
HDPE bottle,2253.1,0.15707276
Saponite,2253.8,0.39417714
Hectorite,2253.8,0.3687192
Sepiolite,2253.8,0.36786643
Magnesite,2253.8,0.35200453
Vermiculite,2253.8,0.78864187
Maple Leaf,2253.8,0.24265867
"Oak leaf, scenesced",2253.8,0.27609855
"Oak leaf, one year old",2253.8,0.20605603
"Oak leaf, new growth",2253.8,0.20767835
Polysterene,2253.8,0.16349413
HDPE film,2253.8,0.73044744
PVC,2253.8,0.05173407
HDPE bottle,2253.8,0.15553026
Saponite,2254.5,0.39332566
Hectorite,2254.5,0.36803985
Sepiolite,2254.5,0.36656275
Magnesite,2254.5,0.35088766
Vermiculite,2254.5,0.78631794
Maple Leaf,2254.5,0.24203901
"Oak leaf, scenesced",2254.5,0.27512303
"Oak leaf, one year old",2254.5,0.20527853
"Oak leaf, new growth",2254.5,0.20740256
Polysterene,2254.5,0.16265962
HDPE film,2254.5,0.7290208
PVC,2254.5,0.05120658
HDPE bottle,2254.5,0.15456303
Saponite,2255.2,0.39251405
Hectorite,2255.2,0.36739415
Sepiolite,2255.2,0.36536205
Magnesite,2255.2,0.34981114
Vermiculite,2255.2,0.7841507
Maple Leaf,2255.2,0.24145204
"Oak leaf, scenesced",2255.2,0.27419716
"Oak leaf, one year old",2255.2,0.20450406
"Oak leaf, new growth",2255.2,0.20713036
Polysterene,2255.2,0.16186599
HDPE film,2255.2,0.72770853
PVC,2255.2,0.05069988
HDPE bottle,2255.2,0.15423319
Saponite,2255.9,0.39173427
Hectorite,2255.9,0.3668072
Sepiolite,2255.9,0.3642565
Magnesite,2255.9,0.348768
Vermiculite,2255.9,0.7818521
Maple Leaf,2255.9,0.2408922
"Oak leaf, scenesced",2255.9,0.2733111
"Oak leaf, one year old",2255.9,0.20379229
"Oak leaf, new growth",2255.9,0.20687254
Polysterene,2255.9,0.16108015
HDPE film,2255.9,0.7263386
PVC,2255.9,0.05018915
HDPE bottle,2255.9,0.15451514
Saponite,2256.6,0.39091963
Hectorite,2256.6,0.3662628
Sepiolite,2256.6,0.36323184
Magnesite,2256.6,0.3477379
Vermiculite,2256.6,0.77944994
Maple Leaf,2256.6,0.24033615
"Oak leaf, scenesced",2256.6,0.27240777
"Oak leaf, one year old",2256.6,0.2031715
"Oak leaf, new growth",2256.6,0.20658587
Polysterene,2256.6,0.16024462
HDPE film,2256.6,0.7246929
PVC,2256.6,0.049657786
HDPE bottle,2256.6,0.15532616
Saponite,2257.3,0.39001504
Hectorite,2257.3,0.3657203
Sepiolite,2257.3,0.36228913
Magnesite,2257.3,0.34670222
Vermiculite,2257.3,0.7771122
Maple Leaf,2257.3,0.23976566
"Oak leaf, scenesced",2257.3,0.27145272
"Oak leaf, one year old",2257.3,0.20263179
"Oak leaf, new growth",2257.3,0.2062527
Polysterene,2257.3,0.15932785
HDPE film,2257.3,0.7226008
PVC,2257.3,0.049114764
HDPE bottle,2257.3,0.15660144
Saponite,2258,0.3889614
Hectorite,2258,0.36514902
Sepiolite,2258,0.3613865
Magnesite,2258,0.3456135
Vermiculite,2258,0.7748121
Maple Leaf,2258,0.23913495
"Oak leaf, scenesced",2258,0.27042165
"Oak leaf, one year old",2258,0.20214811
"Oak leaf, new growth",2258,0.20581031
Polysterene,2258,0.1583754
HDPE film,2258,0.7204096
PVC,2258,0.048582646
HDPE bottle,2258,0.15831674
Saponite,2258.7,0.3877649
Hectorite,2258.7,0.36454108
Sepiolite,2258.7,0.36049902
Magnesite,2258.7,0.34448823
Vermiculite,2258.7,0.77226114
Maple Leaf,2258.7,0.2384421
"Oak leaf, scenesced",2258.7,0.26932687
"Oak leaf, one year old",2258.7,0.20161705
"Oak leaf, new growth",2258.7,0.205318
Polysterene,2258.7,0.15743277
HDPE film,2258.7,0.71826715
PVC,2258.7,0.048077673
HDPE bottle,2258.7,0.16039209
Saponite,2259.4,0.38648254
Hectorite,2259.4,0.3639156
Sepiolite,2259.4,0.35963297
Magnesite,2259.4,0.34339273
Vermiculite,2259.4,0.7691842
Maple Leaf,2259.4,0.23770037
"Oak leaf, scenesced",2259.4,0.26822346
"Oak leaf, one year old",2259.4,0.20103912
"Oak leaf, new growth",2259.4,0.20480235
Polysterene,2259.4,0.15652332
HDPE film,2259.4,0.71625504
PVC,2259.4,0.047594288
HDPE bottle,2259.4,0.16275262
Saponite,2260.1,0.38519636
Hectorite,2260.1,0.36329445
Sepiolite,2260.1,0.35883188
Magnesite,2260.1,0.34241247
Vermiculite,2260.1,0.7656004
Maple Leaf,2260.1,0.23695587
"Oak leaf, scenesced",2260.1,0.26719883
"Oak leaf, one year old",2260.1,0.20049316
"Oak leaf, new growth",2260.1,0.20433179
Polysterene,2260.1,0.15561745
HDPE film,2260.1,0.71418405
PVC,2260.1,0.047113484
HDPE bottle,2260.1,0.16525586
Saponite,2260.8,0.38396412
Hectorite,2260.8,0.36267865
Sepiolite,2260.8,0.35814315
Magnesite,2260.8,0.3415734
Vermiculite,2260.8,0.7618933
Maple Leaf,2260.8,0.23623076
"Oak leaf, scenesced",2260.8,0.26629898
"Oak leaf, one year old",2260.8,0.20008487
"Oak leaf, new growth",2260.8,0.20386294
Polysterene,2260.8,0.15468475
HDPE film,2260.8,0.71204815
PVC,2260.8,0.046613503
