sample,wavelength,reflectance
"Oak leaf, one year old",2122.2,0.1945077
"Oak leaf, new growth",2122.2,0.1893163
Polysterene,2122.2,0.22556674
HDPE film,2122.2,0.884596
PVC,2122.2,0.10428741
HDPE bottle,2122.2,0.42952137
Saponite,2122.9,0.45731103
Hectorite,2122.9,0.43078
Sepiolite,2122.9,0.46085057
Magnesite,2122.9,0.5480089
Vermiculite,2122.9,0.8261151
Maple Leaf,2122.9,0.21441971
"Oak leaf, scenesced",2122.9,0.29699138
"Oak leaf, one year old",2122.9,0.19474557
"Oak leaf, new growth",2122.9,0.18965006
Polysterene,2122.9,0.22557325
HDPE film,2122.9,0.8832422
PVC,2122.9,0.10424135
HDPE bottle,2122.9,0.4243124
Saponite,2123.6,0.4576027
Hectorite,2123.6,0.43095592
Sepiolite,2123.6,0.4612169
Magnesite,2123.6,0.547382
Vermiculite,2123.6,0.8256734
Maple Leaf,2123.6,0.2148956
"Oak leaf, scenesced",2123.6,0.29686344
"Oak leaf, one year old",2123.6,0.19501165
"Oak leaf, new growth",2123.6,0.18993717
Polysterene,2123.6,0.22559447
HDPE film,2123.6,0.881963
PVC,2123.6,0.1042017
HDPE bottle,2123.6,0.41733246
Saponite,2124.3,0.45790255
Hectorite,2124.3,0.43110785
Sepiolite,2124.3,0.46151474
Magnesite,2124.3,0.5467418
Vermiculite,2124.3,0.8253259
Maple Leaf,2124.3,0.21533749
"Oak leaf, scenesced",2124.3,0.29672554
"Oak leaf, one year old",2124.3,0.19525021
"Oak leaf, new growth",2124.3,0.19020031
Polysterene,2124.3,0.22563405
HDPE film,2124.3,0.8807172
PVC,2124.3,0.1041562
HDPE bottle,2124.3,0.4084215
Saponite,2125,0.45820683
Hectorite,2125,0.43124592
Sepiolite,2125,0.4617646
Magnesite,2125,0.54614055
Vermiculite,2125,0.82540447
Maple Leaf,2125,0.21575412
"Oak leaf, scenesced",2125,0.29657215
"Oak leaf, one year old",2125,0.19543323
"Oak leaf, new growth",2125,0.1904292
Polysterene,2125,0.22571664
HDPE film,2125,0.8796624
PVC,2125,0.10411407
HDPE bottle,2125,0.39755967
Saponite,2125.7,0.4584713
Hectorite,2125.7,0.43144676
Sepiolite,2125.7,0.46193612
Magnesite,2125.7,0.5455431
Vermiculite,2125.7,0.82621527
Maple Leaf,2125.7,0.21615218
"Oak leaf, scenesced",2125.7,0.29648226
"Oak leaf, one year old",2125.7,0.19560868
"Oak leaf, new growth",2125.7,0.1906654
Polysterene,2125.7,0.2257486
HDPE film,2125.7,0.878696
PVC,2125.7,0.10404851
HDPE bottle,2125.7,0.38494453
Saponite,2126.4,0.4586867
Hectorite,2126.4,0.43172473
Sepiolite,2126.4,0.46201372
Magnesite,2126.4,0.5449502
Vermiculite,2126.4,0.82795024
Maple Leaf,2126.4,0.2165546
"Oak leaf, scenesced",2126.4,0.296479
"Oak leaf, one year old",2126.4,0.19581294
"Oak leaf, new growth",2126.4,0.1909172
Polysterene,2126.4,0.22567937
HDPE film,2126.4,0.8779081
PVC,2126.4,0.10394343
HDPE bottle,2126.4,0.3711641
Saponite,2127.1,0.4588585
Hectorite,2127.1,0.43203494
Sepiolite,2127.1,0.4620197
Magnesite,2127.1,0.5444005
Vermiculite,2127.1,0.830482
Maple Leaf,2127.1,0.21696149
"Oak leaf, scenesced",2127.1,0.29654232
"Oak leaf, one year old",2127.1,0.19605194
"Oak leaf, new growth",2127.1,0.19119242
Polysterene,2127.1,0.22548635
HDPE film,2127.1,0.8772238
PVC,2127.1,0.10378604
HDPE bottle,2127.1,0.35695493
Saponite,2127.8,0.4590681
Hectorite,2127.8,0.43225104
Sepiolite,2127.8,0.46204156
Magnesite,2127.8,0.5440021
Vermiculite,2127.8,0.8332591
Maple Leaf,2127.8,0.21737157
"Oak leaf, scenesced",2127.8,0.29660752
"Oak leaf, one year old",2127.8,0.19629672
"Oak leaf, new growth",2127.8,0.19146559
Polysterene,2127.8,0.22530544
HDPE film,2127.8,0.876889
PVC,2127.8,0.10362047
HDPE bottle,2127.8,0.34324613
Saponite,2128.5,0.4593228
Hectorite,2128.5,0.43232107
Sepiolite,2128.5,0.46210107
Magnesite,2128.5,0.54378843
Vermiculite,2128.5,0.8355452
Maple Leaf,2128.5,0.21779238
"Oak leaf, scenesced",2128.5,0.29662997
"Oak leaf, one year old",2128.5,0.19653402
"Oak leaf, new growth",2128.5,0.1917811
Polysterene,2128.5,0.2251835
HDPE film,2128.5,0.8767288
PVC,2128.5,0.10346005
HDPE bottle,2128.5,0.33078036
Saponite,2129.2,0.4596692
Hectorite,2129.2,0.43229473
Sepiolite,2129.2,0.462223
Magnesite,2129.2,0.54379565
Vermiculite,2129.2,0.83695865
Maple Leaf,2129.2,0.21823479
"Oak leaf, scenesced",2129.2,0.29654813
"Oak leaf, one year old",2129.2,0.19673108
"Oak leaf, new growth",2129.2,0.19211389
Polysterene,2129.2,0.2251361
HDPE film,2129.2,0.8764245
PVC,2129.2,0.1033237
HDPE bottle,2129.2,0.3200951
Saponite,2129.9,0.4601151
Hectorite,2129.9,0.43230313
Sepiolite,2129.9,0.46237382
Magnesite,2129.9,0.54395205
Vermiculite,2129.9,0.83760285
Maple Leaf,2129.9,0.2186849
"Oak leaf, scenesced",2129.9,0.29637325
"Oak leaf, one year old",2129.9,0.19689286
"Oak leaf, new growth",2129.9,0.19241498
Polysterene,2129.9,0.22505155
HDPE film,2129.9,0.875455
PVC,2129.9,0.10318964
HDPE bottle,2129.9,0.31154184
Saponite,2130.6,0.46063378
Hectorite,2130.6,0.43238333
Sepiolite,2130.6,0.46248025
Magnesite,2130.6,0.5441541
Vermiculite,2130.6,0.83791506
Maple Leaf,2130.6,0.21912488
"Oak leaf, scenesced",2130.6,0.29615593
"Oak leaf, one year old",2130.6,0.19704045
"Oak leaf, new growth",2130.6,0.19261393
Polysterene,2130.6,0.22487705
HDPE film,2130.6,0.8738349
PVC,2130.6,0.10304301
HDPE bottle,2130.6,0.30557592
Saponite,2131.3,0.46113935
Hectorite,2131.3,0.4325169
Sepiolite,2131.3,0.4624693
Magnesite,2131.3,0.5443366
Vermiculite,2131.3,0.8383213
Maple Leaf,2131.3,0.21953145
"Oak leaf, scenesced",2131.3,0.29597646
"Oak leaf, one year old",2131.3,0.19722164
"Oak leaf, new growth",2131.3,0.1927523
Polysterene,2131.3,0.22459397
HDPE film,2131.3,0.8718524
PVC,2131.3,0.10286864
HDPE bottle,2131.3,0.30253618
Saponite,2132,0.46160662
Hectorite,2132,0.4326394
Sepiolite,2132,0.4623652
Magnesite,2132,0.54453963
Vermiculite,2132,0.83894837
Maple Leaf,2132,0.21989678
"Oak leaf, scenesced",2132,0.2959147
"Oak leaf, one year old",2132,0.19748388
"Oak leaf, new growth",2132,0.19288753
Polysterene,2132,0.2243562
HDPE film,2132,0.8704796
PVC,2132,0.10271282
HDPE bottle,2132,0.30276551
Saponite,2132.7,0.46199352
Hectorite,2132.7,0.4327135
Sepiolite,2132.7,0.4621868
Magnesite,2132.7,0.54478097
Vermiculite,2132.7,0.8395556
Maple Leaf,2132.7,0.22022736
"Oak leaf, scenesced",2132.7,0.2960236
"Oak leaf, one year old",2132.7,0.19785865
"Oak leaf, new growth",2132.7,0.19313103
Polysterene,2132.7,0.22425096
HDPE film,2132.7,0.8703673
PVC,2132.7,0.1026076
HDPE bottle,2132.7,0.3063745
Saponite,2133.4,0.4623193
Hectorite,2133.4,0.4327326
Sepiolite,2133.4,0.46198907
Magnesite,2133.4,0.54512703
Vermiculite,2133.4,0.8399814
Maple Leaf,2133.4,0.22055408
"Oak leaf, scenesced",2133.4,0.29624343
"Oak leaf, one year old",2133.4,0.19826445
"Oak leaf, new growth",2133.4,0.19346532
Polysterene,2133.4,0.22428138
HDPE film,2133.4,0.8714573
PVC,2133.4,0.10256268
HDPE bottle,2133.4,0.31313522
Saponite,2134.1,0.4626316
Hectorite,2134.1,0.4327275
Sepiolite,2134.1,0.46181735
Magnesite,2134.1,0.54562885
Vermiculite,2134.1,0.8402313
Maple Leaf,2134.1,0.22089359
"Oak leaf, scenesced",2134.1,0.29647455
"Oak leaf, one year old",2134.1,0.19861226
"Oak leaf, new growth",2134.1,0.19382313
Polysterene,2134.1,0.2243257
HDPE film,2134.1,0.8728911
PVC,2134.1,0.10254742
HDPE bottle,2134.1,0.32249029
Saponite,2134.8,0.46295893
Hectorite,2134.8,0.43270493
Sepiolite,2134.8,0.46165696
Magnesite,2134.8,0.5462662
Vermiculite,2134.8,0.84032923
Maple Leaf,2134.8,0.22124705
"Oak leaf, scenesced",2134.8,0.29665944
"Oak leaf, one year old",2134.8,0.19889481
"Oak leaf, new growth",2134.8,0.19411367
Polysterene,2134.8,0.22430644
HDPE film,2134.8,0.8740757
PVC,2134.8,0.10253147
HDPE bottle,2134.8,0.33404474
Saponite,2135.5,0.4632636
Hectorite,2135.5,0.432655
Sepiolite,2135.5,0.4614427
Magnesite,2135.5,0.5469771
Vermiculite,2135.5,0.8403183
Maple Leaf,2135.5,0.22161044
"Oak leaf, scenesced",2135.5,0.2968019
"Oak leaf, one year old",2135.5,0.1991714
"Oak leaf, new growth",2135.5,0.1943842
Polysterene,2135.5,0.22413402
HDPE film,2135.5,0.8745041
PVC,2135.5,0.10248253
HDPE bottle,2135.5,0.34727416
Saponite,2136.2,0.46354884
Hectorite,2136.2,0.4325803
Sepiolite,2136.2,0.46118328
Magnesite,2136.2,0.5477554
Vermiculite,2136.2,0.8403372
Maple Leaf,2136.2,0.22198743
"Oak leaf, scenesced",2136.2,0.29693282
"Oak leaf, one year old",2136.2,0.19948758
"Oak leaf, new growth",2136.2,0.19466321
Polysterene,2136.2,0.22384338
HDPE film,2136.2,0.874368
PVC,2136.2,0.10240352
HDPE bottle,2136.2,0.36162736
Saponite,2136.9,0.46380377
Hectorite,2136.9,0.43250865
Sepiolite,2136.9,0.46089146
Magnesite,2136.9,0.54856765
Vermiculite,2136.9,0.84043735
Maple Leaf,2136.9,0.22237824
"Oak leaf, scenesced",2136.9,0.29709512
"Oak leaf, one year old",2136.9,0.19986276
"Oak leaf, new growth",2136.9,0.1950125
Polysterene,2136.9,0.22349124
HDPE film,2136.9,0.8739975
PVC,2136.9,0.1023066
HDPE bottle,2136.9,0.3765184
Saponite,2137.6,0.46401414
Hectorite,2137.6,0.43246937
Sepiolite,2137.6,0.46057078
Magnesite,2137.6,0.5493912
Vermiculite,2137.6,0.8405904
Maple Leaf,2137.6,0.22278762
"Oak leaf, scenesced",2137.6,0.29725343
"Oak leaf, one year old",2137.6,0.20022291
"Oak leaf, new growth",2137.6,0.1953798
Polysterene,2137.6,0.22313766
HDPE film,2137.6,0.8737273
PVC,2137.6,0.10219606
HDPE bottle,2137.6,0.39142163
Saponite,2138.3,0.46418962
Hectorite,2138.3,0.43247294
Sepiolite,2138.3,0.46023312
Magnesite,2138.3,0.55023235
Vermiculite,2138.3,0.84065145
Maple Leaf,2138.3,0.22320715
"Oak leaf, scenesced",2138.3,0.29734764
"Oak leaf, one year old",2138.3,0.20049371
"Oak leaf, new growth",2138.3,0.19568443
Polysterene,2138.3,0.22279499
HDPE film,2138.3,0.8734778
PVC,2138.3,0.10207113
HDPE bottle,2138.3,0.4056095
Saponite,2139,0.46435925
Hectorite,2139,0.43250087
Sepiolite,2139,0.4598729
Magnesite,2139,0.551072
Vermiculite,2139,0.84033334
Maple Leaf,2139,0.22360075
"Oak leaf, scenesced",2139,0.29735225
"Oak leaf, one year old",2139,0.20069371
"Oak leaf, new growth",2139,0.19584078
Polysterene,2139,0.22251883
HDPE film,2139,0.8735047
PVC,2139,0.10195011
HDPE bottle,2139,0.4186174
Saponite,2139.7,0.4645098
Hectorite,2139.7,0.43250215
Sepiolite,2139.7,0.45946267
Magnesite,2139.7,0.5518734
Vermiculite,2139.7,0.8394951
Maple Leaf,2139.7,0.22395092
"Oak leaf, scenesced",2139.7,0.29731038
"Oak leaf, one year old",2139.7,0.20087855
"Oak leaf, new growth",2139.7,0.19591877
Polysterene,2139.7,0.22228796
HDPE film,2139.7,0.8737511
PVC,2139.7,0.10184568
HDPE bottle,2139.7,0.4299886
Saponite,2140.4,0.4646729
Hectorite,2140.4,0.4324319
Sepiolite,2140.4,0.45904273
Magnesite,2140.4,0.5526891
Vermiculite,2140.4,0.83843184
Maple Leaf,2140.4,0.22427976
"Oak leaf, scenesced",2140.4,0.2972742
"Oak leaf, one year old",2140.4,0.20105846
"Oak leaf, new growth",2140.4,0.19598357
Polysterene,2140.4,0.22210302
HDPE film,2140.4,0.8742939
PVC,2140.4,0.10176098
HDPE bottle,2140.4,0.43944182
Saponite,2141.1,0.46486577
Hectorite,2141.1,0.43230262
Sepiolite,2141.1,0.45865703
Magnesite,2141.1,0.55356306
Vermiculite,2141.1,0.83761597
Maple Leaf,2141.1,0.22462234
"Oak leaf, scenesced",2141.1,0.29734293
"Oak leaf, one year old",2141.1,0.20125002
"Oak leaf, new growth",2141.1,0.19614631
Polysterene,2141.1,0.22197092
HDPE film,2141.1,0.875016
PVC,2141.1,0.10168902
HDPE bottle,2141.1,0.4468149
Saponite,2141.8,0.46504575
Hectorite,2141.8,0.43214443
Sepiolite,2141.8,0.45827517
Magnesite,2141.8,0.5544732
Vermiculite,2141.8,0.8373693
Maple Leaf,2141.8,0.22499545
"Oak leaf, scenesced",2141.8,0.29757366
"Oak leaf, one year old",2141.8,0.20147336
"Oak leaf, new growth",2141.8,0.19642976
Polysterene,2141.8,0.22191856
HDPE film,2141.8,0.8759354
PVC,2141.8,0.10162337
HDPE bottle,2141.8,0.45234313
Saponite,2142.5,0.46517456
Hectorite,2142.5,0.43197763
Sepiolite,2142.5,0.4578811
Magnesite,2142.5,0.55540186
Vermiculite,2142.5,0.8377108
Maple Leaf,2142.5,0.22541706
"Oak leaf, scenesced",2142.5,0.2979697
"Oak leaf, one year old",2142.5,0.20174123
"Oak leaf, new growth",2142.5,0.19681123
Polysterene,2142.5,0.22195241
HDPE film,2142.5,0.8769419
PVC,2142.5,0.10156093
HDPE bottle,2142.5,0.45629644
Saponite,2143.2,0.465276
Hectorite,2143.2,0.43179467
Sepiolite,2143.2,0.4574935
Magnesite,2143.2,0.5563273
Vermiculite,2143.2,0.83837736
Maple Leaf,2143.2,0.22587158
"Oak leaf, scenesced",2143.2,0.29845858
"Oak leaf, one year old",2143.2,0.20205791
"Oak leaf, new growth",2143.2,0.1971662
Polysterene,2143.2,0.22208219
HDPE film,2143.2,0.878121
PVC,2143.2,0.10150907
HDPE bottle,2143.2,0.45902815
Saponite,2143.9,0.46535182
Hectorite,2143.9,0.4315717
Sepiolite,2143.9,0.45711342
Magnesite,2143.9,0.5572121
Vermiculite,2143.9,0.83907956
Maple Leaf,2143.9,0.22634123
"Oak leaf, scenesced",2143.9,0.29893437
"Oak leaf, one year old",2143.9,0.20237045
"Oak leaf, new growth",2143.9,0.19745466
Polysterene,2143.9,0.22219903
HDPE film,2143.9,0.8789065
PVC,2143.9,0.10145435
HDPE bottle,2143.9,0.4605845
Saponite,2144.6,0.4654211
Hectorite,2144.6,0.43128228
Sepiolite,2144.6,0.4567524
Magnesite,2144.6,0.55807036
Vermiculite,2144.6,0.8397555
Maple Leaf,2144.6,0.22680755
"Oak leaf, scenesced",2144.6,0.29927173
"Oak leaf, one year old",2144.6,0.2025719
"Oak leaf, new growth",2144.6,0.19761714
Polysterene,2144.6,0.222187
HDPE film,2144.6,0.878734
PVC,2144.6,0.10137373
HDPE bottle,2144.6,0.46092973
Saponite,2145.3,0.46548858
Hectorite,2145.3,0.43098783
Sepiolite,2145.3,0.45640796
Magnesite,2145.3,0.55889744
Vermiculite,2145.3,0.8404022
Maple Leaf,2145.3,0.2272414
"Oak leaf, scenesced",2145.3,0.29948092
"Oak leaf, one year old",2145.3,0.20265953
"Oak leaf, new growth",2145.3,0.19768915
Polysterene,2145.3,0.2220325
HDPE film,2145.3,0.8774221
PVC,2145.3,0.10125155
HDPE bottle,2145.3,0.46009593
Saponite,2146,0.4655033
Hectorite,2146,0.43077135
Sepiolite,2146,0.4560052
Magnesite,2146,0.5596263
Vermiculite,2146,0.8409543
Maple Leaf,2146,0.22760926
"Oak leaf, scenesced",2146,0.299654
"Oak leaf, one year old",2146,0.20273234
"Oak leaf, new growth",2146,0.19774298
Polysterene,2146,0.22186244
HDPE film,2146,0.8759052
PVC,2146,0.1011051
HDPE bottle,2146,0.458594
Saponite,2146.7,0.46541974
Hectorite,2146.7,0.43067005
Sepiolite,2146.7,0.45550624
Magnesite,2146.7,0.5602477
Vermiculite,2146.7,0.8413176
Maple Leaf,2146.7,0.2279378
"Oak leaf, scenesced",2146.7,0.29987955
"Oak leaf, one year old",2146.7,0.2029305
"Oak leaf, new growth",2146.7,0.19792882
Polysterene,2146.7,0.22184403
HDPE film,2146.7,0.8755698
PVC,2146.7,0.10096287
HDPE bottle,2146.7,0.4570791
Saponite,2147.4,0.4652923
Hectorite,2147.4,0.43063647
Sepiolite,2147.4,0.4549745
Magnesite,2147.4,0.56082517
Vermiculite,2147.4,0.8414136
Maple Leaf,2147.4,0.22827429
"Oak leaf, scenesced",2147.4,0.30017176
"Oak leaf, one year old",2147.4,0.203336
"Oak leaf, new growth",2147.4,0.19827503
Polysterene,2147.4,0.22208033
HDPE film,2147.4,0.8774725
PVC,2147.4,0.10085715
HDPE bottle,2147.4,0.4557105
Saponite,2148.1,0.46517307
Hectorite,2148.1,0.43059015
Sepiolite,2148.1,0.45446736
Magnesite,2148.1,0.561387
Vermiculite,2148.1,0.84133524
Maple Leaf,2148.1,0.22865018
"Oak leaf, scenesced",2148.1,0.30050898
"Oak leaf, one year old",2148.1,0.20391612
"Oak leaf, new growth",2148.1,0.19878003
Polysterene,2148.1,0.22245047
HDPE film,2148.1,0.8808477
PVC,2148.1,0.10078726
HDPE bottle,2148.1,0.45368657
Saponite,2148.8,0.46509683
Hectorite,2148.8,0.43044963
Sepiolite,2148.8,0.4540314
Magnesite,2148.8,0.5619494
Vermiculite,2148.8,0.8413654
Maple Leaf,2148.8,0.22906348
"Oak leaf, scenesced",2148.8,0.30081964
"Oak leaf, one year old",2148.8,0.2044998
"Oak leaf, new growth",2148.8,0.19930148
Polysterene,2148.8,0.22274585
HDPE film,2148.8,0.8841796
PVC,2148.8,0.10074229
HDPE bottle,2148.8,0.44985366
Saponite,2149.5,0.46508008
Hectorite,2149.5,0.4302368
Sepiolite,2149.5,0.45370147
Magnesite,2149.5,0.56250334
Vermiculite,2149.5,0.8416544
Maple Leaf,2149.5,0.22948079
"Oak leaf, scenesced",2149.5,0.30109933
"Oak leaf, one year old",2149.5,0.20499167
"Oak leaf, new growth",2149.5,0.19972014
Polysterene,2149.5,0.22286918
HDPE film,2149.5,0.8861945
PVC,2149.5,0.1007098
HDPE bottle,2149.5,0.4434917
Saponite,2150.2,0.46508053
Hectorite,2150.2,0.43000954
Sepiolite,2150.2,0.45344388
Magnesite,2150.2,0.5629923
Vermiculite,2150.2,0.8420356
Maple Leaf,2150.2,0.22985429
"Oak leaf, scenesced",2150.2,0.30136693
"Oak leaf, one year old",2150.2,0.20536764
"Oak leaf, new growth",2150.2,0.19996189
Polysterene,2150.2,0.22287135
HDPE film,2150.2,0.8869437
PVC,2150.2,0.10068903
HDPE bottle,2150.2,0.43472075
Saponite,2150.9,0.46501565
Hectorite,2150.9,0.42977843
Sepiolite,2150.9,0.45320493
Magnesite,2150.9,0.56338763
Vermiculite,2150.9,0.84226364
Maple Leaf,2150.9,0.23017535
"Oak leaf, scenesced",2150.9,0.30162993
"Oak leaf, one year old",2150.9,0.20565575
"Oak leaf, new growth",2150.9,0.20009992
Polysterene,2150.9,0.22282217
HDPE film,2150.9,0.8869163
PVC,2150.9,0.10065962
HDPE bottle,2150.9,0.42419515
Saponite,2151.6,0.4648621
Hectorite,2151.6,0.42950946
Sepiolite,2151.6,0.4529818
Magnesite,2151.6,0.56371915
Vermiculite,2151.6,0.84209794
Maple Leaf,2151.6,0.23045126
"Oak leaf, scenesced",2151.6,0.30185854
"Oak leaf, one year old",2151.6,0.20588987
"Oak leaf, new growth",2151.6,0.20016429
Polysterene,2151.6,0.22279453
HDPE film,2151.6,0.8869791
PVC,2151.6,0.10060871
HDPE bottle,2151.6,0.41263914
Saponite,2152.3,0.46462896
Hectorite,2152.3,0.42921385
Sepiolite,2152.3,0.4527548
Magnesite,2152.3,0.56397706
Vermiculite,2152.3,0.84157795
Maple Leaf,2152.3,0.23069681
"Oak leaf, scenesced",2152.3,0.30207378
"Oak leaf, one year old",2152.3,0.20610529
"Oak leaf, new growth",2152.3,0.2002335
Polysterene,2152.3,0.22276847
HDPE film,2152.3,0.88717
PVC,2152.3,0.10052273
HDPE bottle,2152.3,0.4005362
Saponite,2153,0.46433592
Hectorite,2153,0.42892572
Sepiolite,2153,0.4525078
Magnesite,2153,0.56416136
Vermiculite,2153,0.8410578
Maple Leaf,2153,0.2309304
"Oak leaf, scenesced",2153,0.302264
"Oak leaf, one year old",2153,0.20625299
"Oak leaf, new growth",2153,0.20031202
Polysterene,2153,0.22268746
HDPE film,2153,0.8874099
PVC,2153,0.10041151
HDPE bottle,2153,0.38836808
Saponite,2153.7,0.46403834
Hectorite,2153.7,0.42868575
Sepiolite,2153.7,0.45225367
Magnesite,2153.7,0.564306
Vermiculite,2153.7,0.84085727
Maple Leaf,2153.7,0.23117106
"Oak leaf, scenesced",2153.7,0.30244094
"Oak leaf, one year old",2153.7,0.20633875
"Oak leaf, new growth",2153.7,0.20042033
Polysterene,2153.7,0.22254503
HDPE film,2153.7,0.8874919
PVC,2153.7,0.1002848
HDPE bottle,2153.7,0.37671063
Saponite,2154.4,0.46376896
Hectorite,2154.4,0.42850453
Sepiolite,2154.4,0.45198023
Magnesite,2154.4,0.56442297
Vermiculite,2154.4,0.84083223
Maple Leaf,2154.4,0.23142445
"Oak leaf, scenesced",2154.4,0.30260468
"Oak leaf, one year old",2154.4,0.20643498
"Oak leaf, new growth",2154.4,0.20055234
Polysterene,2154.4,0.2223883
HDPE film,2154.4,0.8876493
PVC,2154.4,0.10015261
HDPE bottle,2154.4,0.36631901
Saponite,2155.1,0.46352598
Hectorite,2155.1,0.42833838
Sepiolite,2155.1,0.451686
Magnesite,2155.1,0.5645264
Vermiculite,2155.1,0.8407839
Maple Leaf,2155.1,0.2317223
"Oak leaf, scenesced",2155.1,0.30276042
"Oak leaf, one year old",2155.1,0.20660082
"Oak leaf, new growth",2155.1,0.20076555
Polysterene,2155.1,0.22220848
HDPE film,2155.1,0.8876121
PVC,2155.1,0.10000166
HDPE bottle,2155.1,0.3578495
Saponite,2155.8,0.46330267
Hectorite,2155.8,0.4281285
Sepiolite,2155.8,0.45141298
Magnesite,2155.8,0.5646487
Vermiculite,2155.8,0.8407011
Maple Leaf,2155.8,0.23206595
"Oak leaf, scenesced",2155.8,0.3028829
"Oak leaf, one year old",2155.8,0.20684013
"Oak leaf, new growth",2155.8,0.2010262
Polysterene,2155.8,0.22202704
HDPE film,2155.8,0.8874193
PVC,2155.8,0.0998405
HDPE bottle,2155.8,0.35193913
Saponite,2156.5,0.4630921
Hectorite,2156.5,0.42786342
Sepiolite,2156.5,0.45118073
Magnesite,2156.5,0.5647839
Vermiculite,2156.5,0.8409446
Maple Leaf,2156.5,0.23244898
"Oak leaf, scenesced",2156.5,0.30300918
"Oak leaf, one year old",2156.5,0.20713757
"Oak leaf, new growth",2156.5,0.20135917
Polysterene,2156.5,0.22186294
HDPE film,2156.5,0.88696375
PVC,2156.5,0.09969045
HDPE bottle,2156.5,0.34914951
Saponite,2157.2,0.4628532
Hectorite,2157.2,0.42755952
Sepiolite,2157.2,0.45097357
Magnesite,2157.2,0.56490386
Vermiculite,2157.2,0.841912
Maple Leaf,2157.2,0.23285155
"Oak leaf, scenesced",2157.2,0.3031522
"Oak leaf, one year old",2157.2,0.2074177
"Oak leaf, new growth",2157.2,0.20172979
Polysterene,2157.2,0.2216959
HDPE film,2157.2,0.8862928
PVC,2157.2,0.099585426
HDPE bottle,2157.2,0.35001504
Saponite,2157.9,0.46256492
Hectorite,2157.9,0.42721096
Sepiolite,2157.9,0.45075434
Magnesite,2157.9,0.5649723
Vermiculite,2157.9,0.8434981
Maple Leaf,2157.9,0.2332451
"Oak leaf, scenesced",2157.9,0.30334285
"Oak leaf, one year old",2157.9,0.20762782
"Oak leaf, new growth",2157.9,0.20208655
Polysterene,2157.9,0.22150266
HDPE film,2157.9,0.8853812
PVC,2157.9,0.09952911
HDPE bottle,2157.9,0.35475461
Saponite,2158.6,0.4622032
Hectorite,2158.6,0.42683524
Sepiolite,2158.6,0.45044604
Magnesite,2158.6,0.5649057
Vermiculite,2158.6,0.84481347
Maple Leaf,2158.6,0.23357895
"Oak leaf, scenesced",2158.6,0.30359256
"Oak leaf, one year old",2158.6,0.20780683
"Oak leaf, new growth",2158.6,0.20234045
Polysterene,2158.6,0.22131035
HDPE film,2158.6,0.8846713
PVC,2158.6,0.09950445
HDPE bottle,2158.6,0.3634212
Saponite,2159.3,0.4617627
Hectorite,2159.3,0.4264696
Sepiolite,2159.3,0.4500213
Magnesite,2159.3,0.56466657
Vermiculite,2159.3,0.84501535
Maple Leaf,2159.3,0.23386385
"Oak leaf, scenesced",2159.3,0.30390814
"Oak leaf, one year old",2159.3,0.20801975
"Oak leaf, new growth",2159.3,0.2024939
Polysterene,2159.3,0.2210985
HDPE film,2159.3,0.8841167
PVC,2159.3,0.099466443
HDPE bottle,2159.3,0.37550666
Saponite,2160,0.46124884
Hectorite,2160,0.4261488
Sepiolite,2160,0.44952106
Magnesite,2160,0.5642863
Vermiculite,2160,0.84391934
Maple Leaf,2160,0.23410265
"Oak leaf, scenesced",2160,0.3042403
"Oak leaf, one year old",2160,0.20828143
"Oak leaf, new growth",2160,0.20252012
Polysterene,2160,0.22086601
HDPE film,2160,0.8837412
PVC,2160,0.099394155
HDPE bottle,2160,0.39016447
Saponite,2160.7,0.46070448
Hectorite,2160.7,0.42586696
Sepiolite,2160.7,0.44899714
Magnesite,2160.7,0.5638341
Vermiculite,2160.7,0.8420834
Maple Leaf,2160.7,0.23432422
"Oak leaf, scenesced",2160.7,0.30458045
"Oak leaf, one year old",2160.7,0.20858148
"Oak leaf, new growth",2160.7,0.20252301
Polysterene,2160.7,0.22065103
HDPE film,2160.7,0.8833608
PVC,2160.7,0.09928927
HDPE bottle,2160.7,0.40629163
Saponite,2161.4,0.4601751
Hectorite,2161.4,0.42560023
Sepiolite,2161.4,0.44848678
Magnesite,2161.4,0.56338507
Vermiculite,2161.4,0.840366
Maple Leaf,2161.4,0.23456663
"Oak leaf, scenesced",2161.4,0.30489013
"Oak leaf, one year old",2161.4,0.20887442
"Oak leaf, new growth",2161.4,0.2025689
Polysterene,2161.4,0.22047079
HDPE film,2161.4,0.8828972
PVC,2161.4,0.099171245
HDPE bottle,2161.4,0.42295303
Saponite,2162.1,0.45972726
Hectorite,2162.1,0.4252977
Sepiolite,2162.1,0.44801816
Magnesite,2162.1,0.5629897
Vermiculite,2162.1,0.83935624
Maple Leaf,2162.1,0.23486355
"Oak leaf, scenesced",2162.1,0.30517113
"Oak leaf, one year old",2162.1,0.20911914
"Oak leaf, new growth",2162.1,0.20267583
Polysterene,2162.1,0.22028255
HDPE film,2162.1,0.8821007
PVC,2162.1,0.099049085
HDPE bottle,2162.1,0.4392957
Saponite,2162.8,0.45936334
Hectorite,2162.8,0.42495006
Sepiolite,2162.8,0.44755563
Magnesite,2162.8,0.5625901
Vermiculite,2162.8,0.8391023
Maple Leaf,2162.8,0.23517175
"Oak leaf, scenesced",2162.8,0.30543554
"Oak leaf, one year old",2162.8,0.20931935
"Oak leaf, new growth",2162.8,0.2027894
Polysterene,2162.8,0.22007189
